id,stock_id,movement_type,quantity,reference_id,movement_date
22082,22082,INBOUND,97,87,2023-07-27 11:07:04
22083,22083,INBOUND,49,15,2023-07-24 11:07:04
22084,22084,INBOUND,18,54,2023-08-06 11:07:04
22085,22085,INBOUND,28,63,2023-08-14 11:07:04
22086,22086,INBOUND,9,78,2023-08-01 11:07:04
22087,22087,INBOUND,20,50,2023-07-19 11:07:04
22088,22088,INBOUND,52,95,2023-08-03 11:07:04
22089,22089,INBOUND,5,98,2023-07-22 11:07:04
22090,22090,INBOUND,33,84,2023-08-10 11:07:04
22091,22091,INBOUND,44,16,2023-08-09 11:07:04
22092,22092,INBOUND,60,30,2023-07-16 11:07:04
22093,22093,INBOUND,296,62,2023-07-17 11:07:04
22094,22094,INBOUND,126,27,2023-08-08 11:07:04
22095,22095,INBOUND,9,77,2023-07-25 11:07:04
22096,22096,INBOUND,29,20,2023-07-18 11:07:04
22097,22097,INBOUND,52,35,2023-07-19 11:07:04
22098,22098,INBOUND,18,46,2023-07-25 11:07:04
22099,22099,INBOUND,206,33,2023-08-08 11:07:04
22100,22100,INBOUND,130,73,2023-08-12 11:07:04
22101,22101,INBOUND,148,67,2023-08-11 11:07:04
22102,22102,INBOUND,150,39,2023-08-09 11:07:04
22103,22103,INBOUND,66,78,2023-08-15 11:07:04
22104,22104,INBOUND,56,22,2023-08-06 11:07:04
22105,22105,INBOUND,18,56,2023-07-23 11:07:04
22106,22106,INBOUND,27,47,2023-08-12 11:07:04
22107,22107,INBOUND,30,32,2023-08-04 11:07:04
22108,22108,INBOUND,19,17,2023-08-06 11:07:04
22109,22109,INBOUND,285,42,2023-08-11 11:07:04
22110,22110,INBOUND,45,25,2023-08-14 11:07:04
22111,22111,INBOUND,220,50,2023-08-08 11:07:04
22112,22112,INBOUND,5,55,2023-07-27 11:07:04
22113,22113,INBOUND,134,78,2023-07-25 11:07:04
22114,22114,INBOUND,235,15,2023-07-19 11:07:04
22115,22115,INBOUND,261,94,2023-08-07 11:07:04
22116,22116,INBOUND,45,82,2023-07-27 11:07:04
22117,22117,INBOUND,86,100,2023-07-21 11:07:04
22118,22118,INBOUND,137,69,2023-08-15 11:07:04
22119,22119,INBOUND,67,27,2023-07-30 11:07:04
22120,22120,INBOUND,15,69,2023-08-07 11:07:04
22121,22121,INBOUND,59,22,2023-08-04 11:07:04
22122,22122,INBOUND,76,98,2023-08-06 11:07:04
22123,22123,INBOUND,273,47,2023-07-26 11:07:04
22124,22124,INBOUND,140,66,2023-07-17 11:07:04
22125,22125,INBOUND,267,81,2023-07-24 11:07:04
22126,22126,INBOUND,60,24,2023-07-16 11:07:04
22127,22127,INBOUND,52,16,2023-07-22 11:07:04
22128,22128,INBOUND,59,71,2023-07-25 11:07:04
22129,22129,INBOUND,41,62,2023-08-10 11:07:04
22130,22130,INBOUND,16,11,2023-08-07 11:07:04
22131,22131,INBOUND,175,47,2023-08-08 11:07:04
22132,22132,INBOUND,72,98,2023-07-30 11:07:04
22133,22133,INBOUND,96,38,2023-07-19 11:07:04
22134,22134,INBOUND,17,36,2023-08-07 11:07:04
22135,22135,INBOUND,56,33,2023-08-14 11:07:04
22136,22136,INBOUND,36,15,2023-07-24 11:07:04
22137,22137,INBOUND,43,28,2023-07-18 11:07:04
22138,22138,INBOUND,59,73,2023-08-01 11:07:04
22139,22139,INBOUND,94,59,2023-07-29 11:07:04
22140,22140,INBOUND,17,61,2023-08-11 11:07:04
22141,22141,INBOUND,193,34,2023-07-20 11:07:04
22142,22142,INBOUND,17,57,2023-07-21 11:07:04
22143,22143,INBOUND,285,61,2023-08-15 11:07:04
22144,22144,INBOUND,86,95,2023-07-17 11:07:04
22145,22145,INBOUND,148,76,2023-08-01 11:07:04
22146,22146,INBOUND,200,55,2023-07-29 11:07:04
22147,22147,INBOUND,154,67,2023-07-25 11:07:04
22148,22148,INBOUND,53,60,2023-08-03 11:07:04
22149,22149,INBOUND,18,96,2023-07-31 11:07:04
22150,22150,INBOUND,57,89,2023-07-20 11:07:04
22151,22151,INBOUND,55,50,2023-07-24 11:07:04
22152,22152,INBOUND,19,55,2023-08-11 11:07:04
22153,22153,INBOUND,9,18,2023-08-08 11:07:04
22154,22154,INBOUND,21,34,2023-08-03 11:07:04
22155,22155,INBOUND,17,77,2023-07-31 11:07:04
22156,22156,INBOUND,290,42,2023-07-17 11:07:04
22157,22157,INBOUND,28,71,2023-07-26 11:07:04
22158,22158,INBOUND,115,70,2023-07-30 11:07:04
22159,22159,INBOUND,16,95,2023-07-24 11:07:04
22160,22160,INBOUND,57,95,2023-08-10 11:07:04
22161,22161,INBOUND,57,75,2023-07-27 11:07:04
22162,22162,INBOUND,71,50,2023-08-05 11:07:04
22163,22163,INBOUND,11,100,2023-07-17 11:07:04
22164,22164,INBOUND,42,11,2023-08-06 11:07:04
22165,22165,INBOUND,40,98,2023-08-10 11:07:04
22166,22166,INBOUND,83,40,2023-08-10 11:07:04
22167,22167,INBOUND,16,41,2023-08-06 11:07:04
22168,22168,INBOUND,39,26,2023-07-30 11:07:04
22169,22169,INBOUND,148,89,2023-08-01 11:07:04
22170,22170,INBOUND,218,59,2023-08-03 11:07:04
22171,22171,INBOUND,30,46,2023-07-20 11:07:04
22172,22172,INBOUND,10,39,2023-08-12 11:07:04
22173,22173,INBOUND,167,88,2023-08-09 11:07:04
22174,22174,INBOUND,127,52,2023-07-31 11:07:04
22175,22175,INBOUND,21,34,2023-08-05 11:07:04
22176,22176,INBOUND,17,88,2023-08-06 11:07:04
22177,22177,INBOUND,287,17,2023-07-28 11:07:04
22178,22178,INBOUND,160,68,2023-08-09 11:07:04
22179,22179,INBOUND,255,54,2023-08-05 11:07:04
22180,22180,INBOUND,253,96,2023-08-04 11:07:04
22181,22181,INBOUND,136,88,2023-08-11 11:07:04
22182,22182,INBOUND,20,84,2023-07-24 11:07:04
22183,22183,INBOUND,46,80,2023-08-12 11:07:04
22184,22184,INBOUND,239,97,2023-07-18 11:07:04
22185,22185,INBOUND,127,27,2023-08-04 11:07:04
22186,22186,INBOUND,24,68,2023-07-28 11:07:04
22187,22187,INBOUND,55,45,2023-08-12 11:07:04
22188,22188,INBOUND,299,46,2023-08-07 11:07:04
22189,22189,INBOUND,15,61,2023-08-14 11:07:04
22190,22190,INBOUND,12,22,2023-07-20 11:07:04
22191,22191,INBOUND,261,19,2023-08-10 11:07:04
22192,22192,INBOUND,54,70,2023-07-22 11:07:04
22193,22193,INBOUND,208,60,2023-08-07 11:07:04
22194,22194,INBOUND,247,17,2023-08-12 11:07:04
22195,22195,INBOUND,31,32,2023-07-29 11:07:04
22196,22196,INBOUND,172,22,2023-08-07 11:07:04
22197,22197,INBOUND,36,74,2023-07-17 11:07:04
22198,22198,INBOUND,41,87,2023-08-05 11:07:04
22199,22199,INBOUND,17,79,2023-07-19 11:07:04
22200,22200,INBOUND,11,20,2023-07-29 11:07:04
22201,22201,INBOUND,18,64,2023-08-01 11:07:04
22202,22202,INBOUND,5,27,2023-07-16 11:07:04
22203,22203,INBOUND,35,46,2023-08-01 11:07:04
22204,22204,INBOUND,31,64,2023-07-25 11:07:04
22205,22205,INBOUND,36,97,2023-08-14 11:07:04
22206,22206,INBOUND,203,81,2023-07-20 11:07:04
22207,22207,INBOUND,58,54,2023-07-28 11:07:04
22208,22208,INBOUND,60,10,2023-07-21 11:07:04
22209,22209,INBOUND,59,64,2023-08-09 11:07:04
22210,22210,INBOUND,57,81,2023-08-13 11:07:04
22211,22211,INBOUND,37,54,2023-08-05 11:07:04
22212,22212,INBOUND,32,26,2023-08-13 11:07:04
22213,22213,INBOUND,57,51,2023-08-12 11:07:04
22214,22214,INBOUND,62,40,2023-07-24 11:07:04
22215,22215,INBOUND,232,14,2023-07-28 11:07:04
22216,22216,INBOUND,19,45,2023-08-15 11:07:04
22217,22217,INBOUND,66,65,2023-08-06 11:07:04
22218,22218,INBOUND,78,31,2023-07-21 11:07:04
22219,22219,INBOUND,40,93,2023-07-17 11:07:04
22220,22220,INBOUND,15,63,2023-07-16 11:07:04
22221,22221,INBOUND,122,14,2023-07-30 11:07:04
22222,22222,INBOUND,153,55,2023-08-07 11:07:04
22223,22223,INBOUND,138,34,2023-07-24 11:07:04
22224,22224,INBOUND,17,80,2023-07-26 11:07:04
22225,22225,INBOUND,36,25,2023-08-12 11:07:04
22226,22226,INBOUND,40,48,2023-08-15 11:07:04
22227,22227,INBOUND,43,97,2023-08-03 11:07:04
22228,22228,INBOUND,288,14,2023-07-19 11:07:04
22229,22229,INBOUND,233,13,2023-08-13 11:07:04
22230,22230,INBOUND,47,91,2023-07-17 11:07:04
22231,22231,INBOUND,82,91,2023-07-22 11:07:04
22232,22232,INBOUND,218,13,2023-07-23 11:07:04
22233,22233,INBOUND,27,88,2023-07-19 11:07:04
22234,22234,INBOUND,246,75,2023-07-17 11:07:04
22235,22235,INBOUND,17,42,2023-07-24 11:07:04
22236,22236,INBOUND,278,31,2023-08-08 11:07:04
22237,22237,INBOUND,165,37,2023-08-11 11:07:04
22238,22238,INBOUND,205,70,2023-08-07 11:07:04
22239,22239,INBOUND,53,49,2023-07-29 11:07:04
22240,22240,INBOUND,56,54,2023-07-17 11:07:04
22241,22241,INBOUND,102,13,2023-07-17 11:07:04
22242,22242,INBOUND,30,60,2023-08-15 11:07:04
22243,22243,INBOUND,256,83,2023-08-13 11:07:04
22244,22244,INBOUND,46,54,2023-07-17 11:07:04
22245,22245,INBOUND,5,44,2023-07-28 11:07:04
22246,22246,INBOUND,10,91,2023-08-05 11:07:04
22247,22247,INBOUND,15,65,2023-08-15 11:07:04
22248,22248,INBOUND,15,71,2023-08-15 11:07:04
22249,22249,INBOUND,19,40,2023-07-28 11:07:04
22250,22250,INBOUND,146,86,2023-08-15 11:07:04
22251,22251,INBOUND,33,24,2023-07-19 11:07:04
22252,22252,INBOUND,60,98,2023-07-28 11:07:04
22253,22253,INBOUND,62,58,2023-08-07 11:07:04
22254,22254,INBOUND,18,37,2023-07-19 11:07:04
22255,22255,INBOUND,206,26,2023-07-30 11:07:04
22256,22256,INBOUND,148,36,2023-08-14 11:07:04
22257,22257,INBOUND,60,24,2023-08-10 11:07:04
22258,22258,INBOUND,244,62,2023-07-30 11:07:04
22259,22259,INBOUND,190,20,2023-07-20 11:07:04
22260,22260,INBOUND,5,20,2023-07-31 11:07:04
22261,22261,INBOUND,10,99,2023-07-19 11:07:04
22262,22262,INBOUND,51,59,2023-08-07 11:07:04
22263,22263,INBOUND,7,28,2023-08-02 11:07:04
22264,22264,INBOUND,207,43,2023-08-12 11:07:04
22265,22265,INBOUND,153,94,2023-07-30 11:07:04
22266,22266,INBOUND,259,11,2023-07-16 11:07:04
22267,22267,INBOUND,163,43,2023-07-26 11:07:04
22268,22268,INBOUND,32,75,2023-08-09 11:07:04
22269,22269,INBOUND,19,63,2023-07-21 11:07:04
22270,22270,INBOUND,35,23,2023-08-07 11:07:04
22271,22271,INBOUND,56,88,2023-08-07 11:07:04
22272,22272,INBOUND,56,75,2023-08-01 11:07:04
22273,22273,INBOUND,17,61,2023-08-12 11:07:04
22274,22274,INBOUND,152,84,2023-08-01 11:07:04
22275,22275,INBOUND,38,91,2023-07-24 11:07:04
22276,22276,INBOUND,272,55,2023-07-16 11:07:04
22277,22277,INBOUND,26,95,2023-08-06 11:07:04
22278,22278,INBOUND,39,59,2023-08-02 11:07:04
22279,22279,INBOUND,5,99,2023-07-20 11:07:04
22280,22280,INBOUND,40,38,2023-07-25 11:07:04
22281,22281,INBOUND,120,26,2023-07-27 11:07:04
22282,22282,INBOUND,9,44,2023-07-26 11:07:04
22283,22283,INBOUND,47,37,2023-08-05 11:07:04
22284,22284,INBOUND,33,52,2023-08-04 11:07:04
22285,22285,INBOUND,19,40,2023-08-11 11:07:04
22286,22286,INBOUND,30,62,2023-07-16 11:07:04
22287,22287,INBOUND,163,44,2023-07-31 11:07:04
22288,22288,INBOUND,29,12,2023-07-26 11:07:04
22289,22289,INBOUND,247,94,2023-07-23 11:07:04
22290,22290,INBOUND,90,84,2023-07-30 11:07:04
22291,22291,INBOUND,6,61,2023-07-18 11:07:04
22292,22292,INBOUND,25,64,2023-08-09 11:07:04
22293,22293,INBOUND,26,12,2023-08-10 11:07:04
22294,22294,INBOUND,253,83,2023-08-10 11:07:04
22295,22295,INBOUND,253,57,2023-07-28 11:07:04
22296,22296,INBOUND,58,61,2023-07-29 11:07:04
22297,22297,INBOUND,164,87,2023-08-11 11:07:04
22298,22298,INBOUND,25,29,2023-08-02 11:07:04
22299,22299,INBOUND,27,94,2023-08-08 11:07:04
22300,22300,INBOUND,57,21,2023-07-29 11:07:04
22301,22301,INBOUND,286,99,2023-08-04 11:07:04
22302,22302,INBOUND,277,69,2023-08-05 11:07:04
22303,22303,INBOUND,120,63,2023-08-06 11:07:04
22304,22304,INBOUND,37,88,2023-08-07 11:07:04
22305,22305,INBOUND,9,46,2023-07-26 11:07:04
22306,22306,INBOUND,238,93,2023-07-25 11:07:04
22307,22307,INBOUND,20,88,2023-08-05 11:07:04
22308,22308,INBOUND,38,72,2023-08-08 11:07:04
22309,22309,INBOUND,20,56,2023-08-02 11:07:04
22310,22310,INBOUND,146,86,2023-08-08 11:07:04
22311,22311,INBOUND,61,36,2023-07-21 11:07:04
22312,22312,INBOUND,93,40,2023-08-05 11:07:04
22313,22313,INBOUND,56,63,2023-08-07 11:07:04
22314,22314,INBOUND,43,72,2023-07-29 11:07:04
22315,22315,INBOUND,293,51,2023-08-11 11:07:04
22316,22316,INBOUND,31,74,2023-07-18 11:07:04
22317,22317,INBOUND,9,64,2023-08-03 11:07:04
22318,22318,INBOUND,204,63,2023-07-31 11:07:04
22319,22319,INBOUND,86,84,2023-07-20 11:07:04
22320,22320,INBOUND,116,19,2023-07-22 11:07:04
22321,22321,INBOUND,12,14,2023-07-19 11:07:04
22322,22322,INBOUND,82,18,2023-08-11 11:07:04
22323,22323,INBOUND,148,36,2023-08-11 11:07:04
22324,22324,INBOUND,131,11,2023-07-25 11:07:04
22325,22325,INBOUND,33,90,2023-08-04 11:07:04
22326,22326,INBOUND,18,82,2023-07-21 11:07:04
22327,22327,INBOUND,157,98,2023-07-31 11:07:04
22328,22328,INBOUND,50,78,2023-07-28 11:07:04
22329,22329,INBOUND,7,24,2023-07-28 11:07:04
22330,22330,INBOUND,20,21,2023-07-17 11:07:04
22331,22331,INBOUND,33,67,2023-08-08 11:07:04
22332,22332,INBOUND,48,34,2023-07-28 11:07:04
22333,22333,INBOUND,229,11,2023-07-25 11:07:04
22334,22334,INBOUND,23,17,2023-07-23 11:07:04
22335,22335,INBOUND,208,66,2023-08-13 11:07:04
22336,22336,INBOUND,279,20,2023-08-04 11:07:04
22337,22337,INBOUND,171,95,2023-08-14 11:07:04
22338,22338,INBOUND,184,81,2023-08-08 11:07:04
22339,22339,INBOUND,166,81,2023-07-17 11:07:04
22340,22340,INBOUND,250,15,2023-08-13 11:07:04
22341,22341,INBOUND,59,81,2023-07-21 11:07:04
22342,22342,INBOUND,298,99,2023-08-04 11:07:04
22343,22343,INBOUND,32,56,2023-08-03 11:07:04
22344,22344,INBOUND,18,79,2023-08-05 11:07:04
22345,22345,INBOUND,268,53,2023-07-21 11:07:04
22346,22346,INBOUND,32,32,2023-07-17 11:07:04
22347,22347,INBOUND,295,92,2023-07-23 11:07:04
22348,22348,INBOUND,120,75,2023-08-15 11:07:04
22349,22349,INBOUND,34,11,2023-08-14 11:07:04
22350,22350,INBOUND,205,60,2023-08-05 11:07:04
22351,22351,INBOUND,186,56,2023-07-19 11:07:04
22352,22352,INBOUND,231,66,2023-08-09 11:07:04
22353,22353,INBOUND,189,96,2023-08-01 11:07:04
22354,22354,INBOUND,214,86,2023-08-15 11:07:04
22355,22355,INBOUND,49,72,2023-08-15 11:07:04
22356,22356,INBOUND,26,88,2023-08-02 11:07:04
22357,22357,INBOUND,33,60,2023-07-23 11:07:04
22358,22358,INBOUND,13,23,2023-08-06 11:07:04
22359,22359,INBOUND,183,98,2023-08-11 11:07:04
22360,22360,INBOUND,116,73,2023-07-16 11:07:04
22361,22361,INBOUND,205,61,2023-08-12 11:07:04
22362,22362,INBOUND,280,93,2023-08-01 11:07:04
22363,22363,INBOUND,208,75,2023-08-07 11:07:04
22364,22364,INBOUND,132,77,2023-08-05 11:07:04
22365,22365,INBOUND,17,86,2023-07-30 11:07:04
22366,22366,INBOUND,156,78,2023-07-31 11:07:04
22367,22367,INBOUND,27,43,2023-07-28 11:07:04
22368,22368,INBOUND,16,51,2023-07-27 11:07:04
22369,22369,INBOUND,211,21,2023-07-31 11:07:04
22370,22370,INBOUND,75,50,2023-07-30 11:07:04
22371,22371,INBOUND,25,76,2023-08-09 11:07:04
22372,22372,INBOUND,17,45,2023-07-26 11:07:04
22373,22373,INBOUND,23,19,2023-07-17 11:07:04
22374,22374,INBOUND,206,85,2023-07-17 11:07:04
22375,22375,INBOUND,42,24,2023-08-10 11:07:04
22376,22376,INBOUND,56,51,2023-08-07 11:07:04
22377,22377,INBOUND,123,90,2023-08-10 11:07:04
22378,22378,INBOUND,26,61,2023-07-22 11:07:04
22379,22379,INBOUND,14,98,2023-07-31 11:07:04
22380,22380,INBOUND,45,74,2023-08-07 11:07:04
22381,22381,INBOUND,292,92,2023-08-04 11:07:04
22382,22382,INBOUND,50,57,2023-08-04 11:07:04
22383,22383,INBOUND,140,49,2023-08-05 11:07:04
22384,22384,INBOUND,268,16,2023-07-22 11:07:04
22385,22385,INBOUND,7,38,2023-08-01 11:07:04
22386,22386,INBOUND,59,24,2023-07-31 11:07:04
22387,22387,INBOUND,230,65,2023-07-22 11:07:04
22388,22388,INBOUND,60,58,2023-07-25 11:07:04
22389,22389,INBOUND,12,58,2023-07-23 11:07:04
22390,22390,INBOUND,206,100,2023-08-08 11:07:04
22391,22391,INBOUND,52,60,2023-08-02 11:07:04
22392,22392,INBOUND,57,68,2023-08-01 11:07:04
22393,22393,INBOUND,9,18,2023-08-03 11:07:04
22394,22394,INBOUND,235,24,2023-08-08 11:07:04
22395,22395,INBOUND,177,73,2023-07-28 11:07:04
22396,22396,INBOUND,12,37,2023-08-07 11:07:04
22397,22397,INBOUND,245,98,2023-07-21 11:07:04
22398,22398,INBOUND,148,70,2023-07-26 11:07:04
22399,22399,INBOUND,143,47,2023-07-27 11:07:04
22400,22400,INBOUND,49,95,2023-07-20 11:07:04
22401,22401,INBOUND,14,42,2023-07-29 11:07:04
22402,22402,INBOUND,26,59,2023-08-10 11:07:04
22403,22403,INBOUND,170,86,2023-07-17 11:07:04
22404,22404,INBOUND,210,59,2023-07-29 11:07:04
22405,22405,INBOUND,244,52,2023-07-26 11:07:04
22406,22406,INBOUND,149,30,2023-07-17 11:07:04
22407,22407,INBOUND,71,91,2023-08-01 11:07:04
22408,22408,INBOUND,27,50,2023-07-22 11:07:04
22409,22409,INBOUND,45,92,2023-08-01 11:07:04
22410,22410,INBOUND,13,24,2023-07-31 11:07:04
22411,22411,INBOUND,257,95,2023-07-16 11:07:04
22412,22412,INBOUND,47,74,2023-07-27 11:07:04
22413,22413,INBOUND,51,44,2023-08-01 11:07:04
22414,22414,INBOUND,13,53,2023-07-21 11:07:04
22415,22415,INBOUND,48,34,2023-07-22 11:07:04
22416,22416,INBOUND,178,93,2023-08-02 11:07:04
22417,22417,INBOUND,31,29,2023-08-01 11:07:04
22418,22418,INBOUND,39,16,2023-07-21 11:07:04
22419,22419,INBOUND,125,76,2023-07-26 11:07:04
22420,22420,INBOUND,52,98,2023-08-02 11:07:04
22421,22421,INBOUND,66,48,2023-08-13 11:07:04
22422,22422,INBOUND,48,79,2023-07-24 11:07:04
22423,22423,INBOUND,55,65,2023-07-25 11:07:04
22424,22424,INBOUND,75,96,2023-07-17 11:07:04
22425,22425,INBOUND,29,76,2023-08-01 11:07:04
22426,22426,INBOUND,26,73,2023-07-17 11:07:04
22427,22427,INBOUND,21,38,2023-07-27 11:07:04
22428,22428,INBOUND,27,64,2023-08-15 11:07:04
22429,22429,INBOUND,68,66,2023-07-16 11:07:04
22430,22430,INBOUND,6,69,2023-08-15 11:07:04
22431,22431,INBOUND,123,76,2023-08-06 11:07:04
22432,22432,INBOUND,156,10,2023-08-02 11:07:04
22433,22433,INBOUND,26,74,2023-08-08 11:07:04
22434,22434,INBOUND,55,83,2023-07-31 11:07:04
22435,22435,INBOUND,36,88,2023-08-03 11:07:04
22436,22436,INBOUND,90,31,2023-07-21 11:07:04
22437,22437,INBOUND,56,34,2023-07-28 11:07:04
22438,22438,INBOUND,15,63,2023-07-31 11:07:04
22439,22439,INBOUND,182,72,2023-08-07 11:07:04
22440,22440,INBOUND,15,97,2023-08-13 11:07:04
22441,22441,INBOUND,97,77,2023-07-30 11:07:04
22442,22442,INBOUND,42,42,2023-08-09 11:07:04
22443,22443,INBOUND,258,28,2023-07-21 11:07:04
22444,22444,INBOUND,72,57,2023-07-26 11:07:04
22445,22445,INBOUND,47,95,2023-07-30 11:07:04
22446,22446,INBOUND,7,11,2023-08-03 11:07:04
22447,22447,INBOUND,52,59,2023-07-25 11:07:04
22448,22448,INBOUND,56,44,2023-08-06 11:07:04
22449,22449,INBOUND,182,45,2023-08-09 11:07:04
22450,22450,INBOUND,128,99,2023-07-28 11:07:04
22451,22451,INBOUND,115,100,2023-08-10 11:07:04
22452,22452,INBOUND,154,65,2023-08-08 11:07:04
22453,22453,INBOUND,249,24,2023-07-27 11:07:04
22454,22454,INBOUND,146,13,2023-08-05 11:07:04
22455,22455,INBOUND,199,22,2023-08-08 11:07:04
22456,22456,INBOUND,33,56,2023-08-06 11:07:04
22457,22457,INBOUND,5,83,2023-07-20 11:07:04
22458,22458,INBOUND,53,33,2023-08-13 11:07:04
22459,22459,INBOUND,55,91,2023-08-10 11:07:04
22460,22460,INBOUND,21,67,2023-08-13 11:07:04
22461,22461,INBOUND,14,92,2023-08-12 11:07:04
22462,22462,INBOUND,40,46,2023-07-21 11:07:04
22463,22463,INBOUND,28,46,2023-08-15 11:07:04
22464,22464,INBOUND,10,32,2023-08-01 11:07:04
22465,22465,INBOUND,33,86,2023-08-11 11:07:04
22466,22466,INBOUND,54,84,2023-07-20 11:07:04
22467,22467,INBOUND,23,38,2023-08-11 11:07:04
22468,22468,INBOUND,22,44,2023-07-21 11:07:04
22469,22469,INBOUND,185,38,2023-07-17 11:07:04
22470,22470,INBOUND,172,42,2023-07-30 11:07:04
22471,22471,INBOUND,25,12,2023-07-19 11:07:04
22472,22472,INBOUND,131,59,2023-08-15 11:07:04
22473,22473,INBOUND,43,68,2023-08-03 11:07:04
22474,22474,INBOUND,56,36,2023-07-29 11:07:04
22475,22475,INBOUND,44,91,2023-07-16 11:07:04
22476,22476,INBOUND,19,87,2023-08-11 11:07:04
22477,22477,INBOUND,48,26,2023-07-26 11:07:04
22478,22478,INBOUND,24,26,2023-07-28 11:07:04
22479,22479,INBOUND,55,48,2023-08-14 11:07:04
22480,22480,INBOUND,144,46,2023-07-22 11:07:04
22481,22481,INBOUND,56,14,2023-08-13 11:07:04
22482,22482,INBOUND,137,63,2023-07-19 11:07:04
22483,22483,INBOUND,18,52,2023-08-08 11:07:04
22484,22484,INBOUND,20,60,2023-08-02 11:07:04
22485,22485,INBOUND,28,15,2023-07-17 11:07:04
22486,22486,INBOUND,285,96,2023-07-22 11:07:04
22487,22487,INBOUND,218,75,2023-08-14 11:07:04
22488,22488,INBOUND,188,46,2023-07-16 11:07:04
22489,22489,INBOUND,35,61,2023-08-14 11:07:04
22490,22490,INBOUND,190,31,2023-07-19 11:07:04
22491,22491,INBOUND,50,45,2023-08-12 11:07:04
22492,22492,INBOUND,31,68,2023-08-10 11:07:04
22493,22493,INBOUND,280,50,2023-08-11 11:07:04
22494,22494,INBOUND,74,12,2023-07-28 11:07:04
22495,22495,INBOUND,9,94,2023-08-04 11:07:04
22496,22496,INBOUND,28,38,2023-07-20 11:07:04
22497,22497,INBOUND,46,46,2023-08-10 11:07:04
22498,22498,INBOUND,248,14,2023-07-17 11:07:04
22499,22499,INBOUND,189,16,2023-07-25 11:07:04
22500,22500,INBOUND,280,19,2023-08-10 11:07:04
22501,22501,INBOUND,235,19,2023-08-10 11:07:04
22502,22502,INBOUND,6,26,2023-08-07 11:07:04
22503,22503,INBOUND,5,87,2023-07-20 11:07:04
22504,22504,INBOUND,57,66,2023-08-10 11:07:04
22505,22505,INBOUND,20,68,2023-07-21 11:07:04
22506,22506,INBOUND,295,23,2023-07-22 11:07:04
22507,22507,INBOUND,30,22,2023-08-04 11:07:04
22508,22508,INBOUND,12,54,2023-08-09 11:07:04
22509,22509,INBOUND,136,39,2023-07-26 11:07:04
22510,22510,INBOUND,5,90,2023-07-25 11:07:04
22511,22511,INBOUND,237,15,2023-07-25 11:07:04
22512,22512,INBOUND,17,71,2023-07-25 11:07:04
22513,22513,INBOUND,112,36,2023-08-14 11:07:04
22514,22514,INBOUND,90,17,2023-08-12 11:07:04
22515,22515,INBOUND,220,11,2023-08-09 11:07:04
22516,22516,INBOUND,221,82,2023-08-15 11:07:04
22517,22517,INBOUND,91,35,2023-08-07 11:07:04
22518,22518,INBOUND,16,42,2023-08-13 11:07:04
22519,22519,INBOUND,190,27,2023-08-12 11:07:04
22520,22520,INBOUND,92,48,2023-08-08 11:07:04
22521,22521,INBOUND,270,16,2023-08-12 11:07:04
22522,22522,INBOUND,57,73,2023-07-20 11:07:04
22523,22523,INBOUND,154,12,2023-07-21 11:07:04
22524,22524,INBOUND,32,38,2023-08-13 11:07:04
22525,22525,INBOUND,63,54,2023-07-26 11:07:04
22526,22526,INBOUND,20,83,2023-08-14 11:07:04
22527,22527,INBOUND,294,45,2023-07-30 11:07:04
22528,22528,INBOUND,96,74,2023-08-03 11:07:04
22529,22529,INBOUND,54,60,2023-07-30 11:07:04
22530,22530,INBOUND,18,42,2023-08-09 11:07:04
22531,22531,INBOUND,248,76,2023-08-02 11:07:04
22532,22532,INBOUND,14,52,2023-08-08 11:07:04
22533,22533,INBOUND,102,76,2023-07-27 11:07:04
22534,22534,INBOUND,196,17,2023-07-19 11:07:04
22535,22535,INBOUND,220,31,2023-08-02 11:07:04
22536,22536,INBOUND,15,16,2023-08-11 11:07:04
22537,22537,INBOUND,37,31,2023-07-23 11:07:04
22538,22538,INBOUND,274,13,2023-08-04 11:07:04
22539,22539,INBOUND,262,38,2023-07-17 11:07:04
22540,22540,INBOUND,20,56,2023-08-04 11:07:04
22541,22541,INBOUND,216,37,2023-07-31 11:07:04
22542,22542,INBOUND,13,91,2023-07-29 11:07:04
22543,22543,INBOUND,81,19,2023-07-28 11:07:04
22544,22544,INBOUND,57,21,2023-08-13 11:07:04
22545,22545,INBOUND,253,38,2023-07-18 11:07:04
22546,22546,INBOUND,30,53,2023-07-22 11:07:04
22547,22547,INBOUND,183,12,2023-07-30 11:07:04
22548,22548,INBOUND,203,93,2023-07-22 11:07:04
22549,22549,INBOUND,16,100,2023-07-19 11:07:04
22550,22550,INBOUND,284,47,2023-08-08 11:07:04
22551,22551,INBOUND,243,63,2023-08-08 11:07:04
22552,22552,INBOUND,28,81,2023-07-30 11:07:04
22553,22553,INBOUND,87,29,2023-07-26 11:07:04
22554,22554,INBOUND,18,91,2023-08-02 11:07:04
22555,22555,INBOUND,42,28,2023-07-26 11:07:04
22556,22556,INBOUND,125,22,2023-08-14 11:07:04
22557,22557,INBOUND,34,58,2023-08-08 11:07:04
22558,22558,INBOUND,162,37,2023-07-31 11:07:04
22559,22559,INBOUND,278,52,2023-08-07 11:07:04
22560,22560,INBOUND,137,65,2023-07-28 11:07:04
22561,22561,INBOUND,31,28,2023-08-10 11:07:04
22562,22562,INBOUND,290,67,2023-08-06 11:07:04
